Work Order,Description,Work Type,Location,Asset,Owner,Unit,Status,Unit Description,PO,Reported Date,Scheduled Start,HI Value,Description Penyulang,Status Date,Priority,Originating Record,Site,Bulan,UP3,INSP,JENIS WO,PANJANG JTM,FASA,YEAR,COUNTUNIQUE of Work Order,Status,,,,,,,,,,
101376605,INSPEKSI TIER 1 BS08044,INST1,GD01.06301814,,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,KURANG,P_MATUMPU,18/08/2026,,,TND,Agu,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
101376685,INSPEKSI TIER 1 BS08045,INST1,GD01.06301815,,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,KURANG,P_MATUMPU,18/08/2026,,,TND,Agu,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
101376770,INSPEKSI TIER 1 BS08046,INST1,GD01.06301816,,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,CUKUP,P_MATUMPU,18/08/2026,,,TND,Agu,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
101376848,INSPEKSI TIER 1 BS08047,INST1,GD01.06301817,,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,CUKUP,P_MATUMPU,18/08/2026,,,TND,Agu,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
101376897,INSPEKSI TIER 1 BS08053,INST1,GD01.06301824,,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,KURANG,P_MATUMPU,18/08/2026,,,TND,Agu,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
101376960,INSPEKSI TIER 1 BS08063,INST1,GD01.06301825,,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,CUKUP,P_MATUMPU,19/08/2026,,,TND,Agu,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
101377018,INSPEKSI TIER 1 BS08064,INST1,GD01.06301826,,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,CUKUP,P_MATUMPU,19/08/2026,,,TND,Agu,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
101377070,INSPEKSI TIER 1 BS08065,INST1,GD01.06301827,,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,CUKUP,P_MATUMPU,19/08/2026,,,TND,Agu,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
101377109,INSPEKSI TIER 1 BS08066,INST1,GD01.06301828,,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,CUKUP,P_MATUMPU,19/08/2026,,,TND,Agu,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
101377120,INSPEKSI TIER 1 BS08054,INST1,GD01.06301829,,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,KURANG,P_MATUMPU,18/08/2026,,,TND,Agu,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
101377129,INSPEKSI TIER 1 BS08055,INST1,GD01.06301830,,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,KURANG,P_MATUMPU,18/08/2026,,,TND,Agu,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
101377138,INSPEKSI TIER 1 BS08056,INST1,GD01.06301831,,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,KURANG,P_MATUMPU,18/08/2026,,,TND,Agu,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
101377149,INSPEKSI TIER 1 BS08057,INST1,GD01.06301832,,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,CUKUP,P_MATUMPU,19/08/2026,,,TND,Agu,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
101377160,660090,INST1,GD01.06301833,,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,KURANG,P_MATUMPU,18/08/2026,,,TND,Agu,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
101377171,INSPEKSI TIER 1 BS60-028,INST1,GD01.06301862,,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,CUKUP,P_MATUMPU,18/08/2026,,,TND,Agu,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
101377186,INSPEKSI TIER 1 BS60-030,INST1,GD01.06301864,,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,CUKUP,P_MATUMPU,18/08/2026,,,TND,Agu,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
101377201,INSPEKSI TIER 1 BS60-031,INST1,GD01.06301865,,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,BAIK,P_MATUMPU,18/08/2026,,,TND,Agu,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
101377305,INSPEKSI TIER 1 BS60-032,INST1,GD01.06301866,,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,BAIK,P_MATUMPU,18/08/2026,,,TND,Agu,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
101377330,INSPEKSI TIER 1 BS60-033,INST1,GD01.06301867,,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,BAIK,P_MATUMPU,18/08/2026,,,TND,Agu,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
101377370,INSPEKSI TIER 1 BS60-034,INST1,GD01.06301868,,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,BAIK,P_MATUMPU,18/08/2026,,,TND,Agu,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
101377401,INSPEKSI TIER 1 BS60-162,INST1,GD01.06301869,,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,BAIK,P_MATUMPU,19/08/2026,,,TND,Agu,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
101377442,INSPEKSI TIER 1 BS60-064,INST1,GD01.06301900,,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,BAIK,P_MATUMPU,18/08/2026,,,TND,Agu,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
101377489,INSPEKSI TIER 1 BS60-066,INST1,GD01.06301902,,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,BAIK,P_MATUMPU,19/08/2026,,,TND,Agu,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
101377534,INSPEKSI TIER 1 BS60-068,INST1,GD01.06301904,,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,BAIK,P_MATUMPU,19/08/2026,,,TND,Agu,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
101377736,INSPEKSI TIER 1 SEGMEN TG. LAMATTIRILAU.00489.R0002-TG.LAMATTIRILAU.00489.R0002.L0016,INST1,ULP.32760,4691690,32760.INSPEKSI1,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,BAIK,P_MATUMPU,22/08/2026,,,TND,Agu,UP3 BULUKUMBA,JTM,INSP,"0,80",,2026,,,,,,,,,,,,
101377841,INSPEKSI TIER 1 SEGMEN TG. LAMATTIRILAU.00489.R0023-TG.LAMATTIRILAU.00489.R0023.R0009,INST1,ULP.32760,4691691,32760.INSPEKSI1,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,BAIK,P_MATUMPU,22/08/2026,,,TND,Agu,UP3 BULUKUMBA,JTM,INSP,"0,45",,2026,,,,,,,,,,,,
101377870,INSPEKSI TIER 1 SEGMEN TG. LAMATTIRILAU.00489.R0030-TG.LAMATTIRILAU.00489.R0030.L0004,INST1,ULP.32760,4691692,32760.INSPEKSI1,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,BAIK,P_MATUMPU,22/08/2026,,,TND,Agu,UP3 BULUKUMBA,JTM,INSP,"0,20",,2026,,,,,,,,,,,,
101377877,INSPEKSI TIER 1 SEGMEN TG. LAMATTIRILAU.00489-TG.LAMATTIRILAU.00489.R0038,INST1,ULP.32760,4691693,32760.INSPEKSI1,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,BAIK,P_MATUMPU,22/08/2026,,,TND,Agu,UP3 BULUKUMBA,JTM,INSP,"0,10",,2026,,,,,,,,,,,,
101377885,INSPEKSI TIER 1 SEGMEN TG. LAMATTIRILAU.00489-TG.LAMATTIRILAU.00493,INST1,ULP.32760,4691694,32760.INSPEKSI1,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,BAIK,P_MATUMPU,22/08/2026,,,TND,Agu,UP3 BULUKUMBA,JTM,INSP,"0,20",,2026,,,,,,,,,,,,
101377897,INSPEKSI TIER 1 SEGMEN TG. LAMATTIRILAU.00493-TG.LAMATTIRILAU.00493.R0002,INST1,ULP.32760,4691695,32760.INSPEKSI1,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,BAIK,P_MATUMPU,22/08/2026,,,TND,Agu,UP3 BULUKUMBA,JTM,INSP,"0,10",,2026,,,,,,,,,,,,
101378028,INSPEKSI TIER 1 SEGMEN TG. LAMATTIRILAU.00493-TG.LAMATTIRILAU.00502,INST1,ULP.32760,4691696,32760.INSPEKSI1,ULP.32760,WFOLLOWUP,ULP SINJAI,,13/08/2026,,BURUK,P_MATUMPU,22/08/2026,,,TND,Agu,UP3 BULUKUMBA,JTM,INSP,"0,45",,2026,,,,,,,,,,,,
101378038,INSPEKSI TIER 1 SEGMEN TG. LAMATTIRILAU.00502-TG.LAMATTIRILAU.00502.L0002,INST1,ULP.32760,4691697,32760.INSPEKSI1,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,BAIK,P_MATUMPU,22/08/2026,,,TND,Agu,UP3 BULUKUMBA,JTM,INSP,"0,10",,2026,,,,,,,,,,,,
101378041,INSPEKSI TIER 1 SEGMEN TG. LAMATTIRILAU.00502-TG.LAMATTIRILAU.00562,INST1,ULP.32760,4691698,32760.INSPEKSI1,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,BAIK,P_MATUMPU,22/08/2026,,,TND,Agu,UP3 BULUKUMBA,JTM,INSP,"3,00",,2026,,,,,,,,,,,,
101378105,INSPEKSI TIER 1 SEGMEN TG. LAMATTIRILAU.00562.L0019-TG.LAMATTIRILAU.00562.L0019.L0003,INST1,ULP.32760,4691699,32760.INSPEKSI1,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,BAIK,P_MATUMPU,22/08/2026,,,TND,Agu,UP3 BULUKUMBA,JTM,INSP,"0,15",,2026,,,,,,,,,,,,
101378109,INSPEKSI TIER 1 SEGMEN TG. LAMATTIRILAU.00562-TG.LAMATTIRILAU.00562.L0019,INST1,ULP.32760,4691700,32760.INSPEKSI1,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,BAIK,P_MATUMPU,22/08/2026,,,TND,Agu,UP3 BULUKUMBA,JTM,INSP,"0,95",,2026,,,,,,,,,,,,
101378132,INSPEKSI TIER 1 SEGMEN TG. LAMATTIRILAU.00562-TG.LAMATTIRILAU.00583,INST1,ULP.32760,4691701,32760.INSPEKSI1,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,BAIK,P_MATUMPU,22/08/2026,,,TND,Agu,UP3 BULUKUMBA,JTM,INSP,"1,05",,2026,,,,,,,,,,,,
101378154,INSPEKSI TIER 1 SEGMEN TG. LAMATTIRILAU.00583-TG.LAMATTIRILAU.00583.L0007,INST1,ULP.32760,4691702,32760.INSPEKSI1,ULP.32760,WFOLLOWUP,ULP SINJAI,,13/08/2026,,BURUK,P_MATUMPU,21/08/2026,,,TND,Agu,UP3 BULUKUMBA,JTM,INSP,"0,35",,2026,,,,,,,,,,,,
101378162,INSPEKSI TIER 1 SEGMEN TG.LAMATTIRILAU.00562.L0019-TG.LAMATTIRILAU.00562.L0025,INST1,ULP.32760,4691703,32760.INSPEKSI1,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,BAIK,P_MATUMPU,21/08/2026,,,TND,Agu,UP3 BULUKUMBA,JTM,INSP,"0,30",,2026,,,,,,,,,,,,
101378169,INSPEKSI TIER 1 SEGMEN TG.LAMATTIRILAU.00758.L0043-TG.LAMATTIRILAU.00758.L0043.R0028,INST1,ULP.32760,4691704,32760.INSPEKSI1,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,BAIK,P_MATUMPU,21/08/2026,,,TND,Agu,UP3 BULUKUMBA,JTM,INSP,"1,40",,2026,,,,,,,,,,,,
101378200,INSPEKSI TIER 1 SEGMEN TG.LAMATTIRILAU.00758.L0043-TG.LAMATTIRILAU.00758.L0223,INST1,ULP.32760,4691705,32760.INSPEKSI1,ULP.32760,COMP,ULP SINJAI,,13/08/2026,,BAIK,P_MATUMPU,24/08/2026,,,TND,Agu,UP3 BULUKUMBA,JTM,INSP,"9,00",,2026,,,,,,,,,,,,
101378419,INSPEKSI TIER 1 SEGMEN TG.BTMANAI.00001-TG.BTMANAI.00100,INST1,ULP.32750,4690729,32750.INSPEKSI3,ULP.32750,COMP,ULP SELAYAR,,13/08/2026,,BAIK,P_BONTOMANAI,24/08/2026,,,TND,Agu,UP3 BULUKUMBA,JTM,INSP,"5,55",,2026,,,,,,,,,,,,
101378549,INSPEKSI TIER 1 SEGMEN TG.BTMANAI.00277-TG.BTMANAI.00277.R0021,INST1,ULP.32750,4690736,32750.INSPEKSI3,ULP.32750,COMP,ULP SELAYAR,,13/08/2026,,BAIK,P_BONTOMANAI,24/08/2026,,,TND,Agu,UP3 BULUKUMBA,JTM,INSP,"1,05",,2026,,,,,,,,,,,,
101378571,INSPEKSI TIER 1 SEGMEN TG.BTMANAI.00277-TG.BTMANAI.00349,INST1,ULP.32750,4690737,32750.INSPEKSI3,ULP.32750,WFOLLOWUP,ULP SELAYAR,,13/08/2026,,BURUK,P_BONTOMANAI,24/08/2026,,,TND,Agu,UP3 BULUKUMBA,JTM,INSP,"3,55",,2026,,,,,,,,,,,,
101378651,INSPEKSI TIER 1 SEGMEN TG.BTMANAI.00349-TG.BTMANAI.00349.L0037,INST1,ULP.32750,4690738,32750.INSPEKSI3,ULP.32750,WFCOMP,ULP SELAYAR,,13/08/2026,,BAIK,P_BONTOMANAI,27/08/2026,,,TND,Agu,UP3 BULUKUMBA,JTM,INSP,"1,85",,2026,,,,,,,,,,,,
101384055,Perbaikan/Pergantian INSPEKSI TIER 1 BR15033,INST1,GD01.06301679,,32750.INSPEKSI1,ULP.32750,WINSP,ULP SELAYAR,,14/08/2026,,,P_BONTOMATENE,24/08/2026,,100914621,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101390086,Perbaikan/Pergantian INSPEKSI TIER 1 BL00108,INST1,GD01.06302094,,32710.INSPEKSI2,ULP.32710,WINSP,ULP PANRITA LOPI,,14/08/2026,,,P_SAPIRIA,19/08/2026,,101104762,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101390219,Perbaikan/Pergantian INSPEKSI TIER 1 BL00054,INST1,GD01.06302120,,32710.INSPEKSI2,ULP.32710,WINSP,ULP PANRITA LOPI,,14/08/2026,,,P_SAPIRIA,19/08/2026,,101104899,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101400339,INSPEKSI TIER 1 SEGMEN TG.LAMATTIRILAU.00758-TG.LAMATTIRILAU.00758.L0043,INST1,ULP.32760,4691706,32760.INSPEKSI1,ULP.32760,COMP,ULP SINJAI,,14/08/2026,,BAIK,P_MATUMPU,21/08/2026,,,TND,Agu,UP3 BULUKUMBA,JTM,INSP,"2,15",,2026,,,,,,,,,,,,
101423580,Perbaikan/Pergantian INSPEKSI TIER 1 SEGMEN TG.KALUMPANG.00341-TG.KALUMPANG.00401,INST1,ULP.32720,4691051,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,17/08/2026,,BAIK,P_SAPOLOHE,27/08/2026,,99413430,TND,Agu,UP3 BULUKUMBA,JTM,TL,"2,90",,2026,,,,,,,,,,,,
101423582,Perbaikan/Pergantian INSPEKSI TIER 1 SEGMEN TG.TANUNTUNG.00210-TG.TANUNTUNG.00272,INST1,ULP.32720,4691074,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,17/08/2026,,BAIK,P_SAPOLOHE,27/08/2026,,99413662,TND,Agu,UP3 BULUKUMBA,JTM,TL,"3,05",,2026,,,,,,,,,,,,
101423584,Perbaikan/Pergantian INSPEKSI TIER 1 BK58705,INST1,GD01.06300802,,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,17/08/2026,,KURANG,P_SAPOLOHE,27/08/2026,,100034892,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101423589,Perbaikan/Pergantian INSPEKSI TIER 1 BK58709,INST1,GD01.06300806,,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,17/08/2026,,KURANG,P_SAPOLOHE,27/08/2026,,100034946,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101423614,Perbaikan/Pergantian INSPEKSI TIER 1 BK58711,INST1,GD01.06300808,,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,17/08/2026,,KURANG,P_SAPOLOHE,27/08/2026,,100035278,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101423619,Perbaikan/Pergantian INSPEKSI TIER 1 BK58712,INST1,GD01.06300809,,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,17/08/2026,,KURANG,P_SAPOLOHE,27/08/2026,,100035407,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101423624,Perbaikan/Pergantian INSPEKSI TIER 1 BK58721,INST1,GD01.06300819,,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,17/08/2026,,KURANG,P_SAPOLOHE,27/08/2026,,100035544,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101423629,Perbaikan/Pergantian INSPEKSI TIER 1 BK57349,INST1,GD01.06300838,,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,17/08/2026,,KURANG,P_SAPOLOHE,27/08/2026,,100036356,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101423634,Perbaikan/Pergantian INSPEKSI TIER 1 BK57336,INST1,GD01.06300824,,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,17/08/2026,,KURANG,P_SAPOLOHE,27/08/2026,,100035628,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101423639,Perbaikan/Pergantian INSPEKSI TIER 1 BK57368,INST1,GD01.06300857,,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,17/08/2026,,KURANG,P_SAPOLOHE,27/08/2026,,100434369,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101423646,Perbaikan/Pergantian INSPEKSI TIER 1 BK57366,INST1,GD01.06300855,,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,17/08/2026,,KURANG,P_SAPOLOHE,27/08/2026,,100434104,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101423690,Perbaikan/Pergantian INSPEKSI TIER 1 BK57370,INST1,GD01.06300859,,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,17/08/2026,,KURANG,P_SAPOLOHE,27/08/2026,,100434651,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101423695,Perbaikan/Pergantian INSPEKSI TIER 1 BK57371,INST1,GD01.06300860,,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,17/08/2026,,KURANG,P_SAPOLOHE,27/08/2026,,100434837,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101423739,Perbaikan/Pergantian INSPEKSI TIER 1 BK57372,INST1,GD01.06300861,,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,17/08/2026,,KURANG,P_SAPOLOHE,27/08/2026,,100434991,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101423762,Perbaikan/Pergantian INSPEKSI TIER 1 BK57405,INST1,GD01.06300893,,32720.INSPEKSI3,ULP.32720,COMP,ULP KALUMPANG,,17/08/2026,,KURANG,P_SAPOLOHE,27/08/2026,,100973127,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101424207,Perbaikan/Pergantian INSPEKSI TIER 1 BT50008,INST1,GD01.06300491,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,17/08/2026,,KURANG,P_BINTARORE,27/08/2026,,100916795,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101424212,Perbaikan/Pergantian INSPEKSI TIER 1 BT50034,INST1,GD01.06300525,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,17/08/2026,,KURANG,P_BINTARORE,27/08/2026,,100917000,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101424383,Perbaikan/Pergantian INSPEKSI TIER 1 BT50036,INST1,GD01.06300527,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,17/08/2026,,KURANG,P_BINTARORE,24/08/2026,,100917018,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101424388,Perbaikan/Pergantian INSPEKSI TIER 1 BT50043,INST1,GD01.06300534,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,17/08/2026,,KURANG,P_BINTARORE,27/08/2026,,100917122,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101424403,Perbaikan/Pergantian INSPEKSI TIER 1 BT50084,INST1,GD01.06300517,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,17/08/2026,,KURANG,P_BINTARORE,27/08/2026,,100916914,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101424408,Perbaikan/Pergantian INSPEKSI TIER 1 BT50083,INST1,GD01.06300516,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,17/08/2026,,KURANG,P_BINTARORE,27/08/2026,,100916905,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101424413,Perbaikan/Pergantian INSPEKSI TIER 1 BT50082,INST1,GD01.06300515,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,17/08/2026,,CUKUP,P_BINTARORE,27/08/2026,,100916895,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101424470,Perbaikan/Pergantian INSPEKSI TIER 1 SEGMEN TG.KAJANG.00226-TG.KAJANG.00287,INST1,ULP.32770,4690911,32770.INSPEKSI3,ULP.32770,COMP,ULP TANETE,,17/08/2026,,BAIK,P_BINTARORE,18/08/2026,,101351923,TND,Agu,UP3 BULUKUMBA,JTM,TL,"2,70",,2026,,,,,,,,,,,,
101424473,Perbaikan/Pergantian INSPEKSI TIER 1 BT08514,INST1,GD01.06300469,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,17/08/2026,,KURANG,P_BINTARORE,24/08/2026,,100236088,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101424478,Perbaikan/Pergantian INSPEKSI TIER 1 BT01515,INST1,GD01.06300441,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,17/08/2026,,KURANG,P_BINTARORE,21/08/2026,,100233855,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101424493,Perbaikan/Pergantian INSPEKSI TIER 1 BT01520,INST1,GD01.06300457,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,17/08/2026,,KURANG,P_BINTARORE,27/08/2026,,100233946,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101424498,Perbaikan/Pergantian INSPEKSI TIER 1 BT01519,INST1,GD01.06300456,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,17/08/2026,8/18/26 5:22 PM,KURANG,P_BINTARORE,21/08/2026,,100233932,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101424535,Perbaikan/Pergantian INSPEKSI TIER 1 BT52902,INST1,GD01.06300462,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,17/08/2026,8/18/26 5:21 PM,KURANG,P_BINTARORE,21/08/2026,,100234020,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101424538,Perbaikan/Pergantian INSPEKSI TIER 1 BT52903,INST1,GD01.06300463,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,17/08/2026,8/18/26 5:21 PM,KURANG,P_BINTARORE,21/08/2026,,100234059,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101424541,Perbaikan/Pergantian INSPEKSI TIER 1 BT52905,INST1,GD01.06300465,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,17/08/2026,8/18/26 5:20 PM,KURANG,P_BINTARORE,21/08/2026,,100234558,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101424549,Perbaikan/Pergantian INSPEKSI TIER 1 BT08509,INST1,GD01.06300474,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,17/08/2026,8/18/26 5:19 PM,KURANG,P_BINTARORE,27/08/2026,,100236958,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101424554,Perbaikan/Pergantian INSPEKSI TIER 1 BT08505,INST1,GD01.06300478,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,17/08/2026,8/18/26 5:19 PM,KURANG,P_BINTARORE,21/08/2026,,100237237,TND,Agu,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
101425061,INSPEKSI TIER 1 SEGMEN TG.BANYORANG.00261.L0019-TG.BANYORANG.00261.L0019.R0002,INST1,ULP.32740,4692096,32740.INSPEKSI3,ULP.32740,COMP,ULP BANTAENG,,17/08/2026,,BAIK,P_LEMBANG,21/08/2026,,,TND,Agu,UP3 BULUKUMBA,JTM,INSP,"0,10",,2026,,,,,,,,,,,,
101425064,INSPEKSI TIER 1 SEGMEN TG.BANYORANG.00261-TG.BANYORANG.00261.L0085,INST1,ULP.32740,4692097,32740.INSPEKSI3,ULP.32740,COMP,ULP BANTAENG,,17/08/2026,,BAIK,P_LEMBANG,21/08/2026,,,TND,Agu,UP3 BULUKUMBA,JTM,INSP,"3,30",,2026,,,,,,,,,,,,
