Work Order,Description,Work Type,Location,Asset,Owner,Unit,Status,Unit Description,PO,Reported Date,Scheduled Start,HI Value,Description Penyulang,Status Date,Priority,Originating Record,Site,Bulan,UP3,INSP,JENIS WO,PANJANG JTM,FASA,YEAR,COUNTUNIQUE of Work Order,Status,,,,,,,,,,
97279313,INSPEKSI TIER 1 BJ73030,INST1,GD01.06301190,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,08/05/2026,,CUKUP,P_JENTAK,12/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97279371,INSPEKSI TIER 1 BJ73031,INST1,GD01.06301191,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,08/05/2026,,KURANG,P_JENTAK,12/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97279411,INSPEKSI TIER 1 BJ73033,INST1,GD01.06301193,,32730.INSPEKSI1,ULP.32730,WFCOMP,ULP JENEPONTO,,08/05/2026,,KURANG,P_JENTAK,22/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97279468,INSPEKSI TIER 1 BJ73034,INST1,GD01.06301194,,32730.INSPEKSI1,ULP.32730,WFCOMP,ULP JENEPONTO,,08/05/2026,,KURANG,P_JENTAK,22/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97279537,INSPEKSI TIER 1 BJ73035,INST1,GD01.06301195,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,08/05/2026,,KURANG,P_JENTAK,12/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97279599,INSPEKSI TIER 1 BJ73036,INST1,GD01.06301196,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,08/05/2026,,KURANG,P_JENTAK,18/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97279657,INSPEKSI TIER 1 BJ73037,INST1,GD01.06301197,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,08/05/2026,,KURANG,P_JENTAK,18/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97279775,INSPEKSI TIER 1 BJ73038,INST1,GD01.06301198,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,08/05/2026,,CUKUP,P_JENTAK,18/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97279866,INSPEKSI TIER 1 BJ73039,INST1,GD01.06301199,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,08/05/2026,,CUKUP,P_JENTAK,08/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97279922,INSPEKSI TIER 1 BJ73040,INST1,GD01.06301200,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,08/05/2026,,KURANG,P_JENTAK,08/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97284730,Perbaikan/Pergantian INSPEKSI TIER 1 BT50053,INST1,GD01.06300545,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,08/05/2026,,KURANG,P_BINTARORE,27/08/2026,,96541612,TND,Mei,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
97284749,Perbaikan/Pergantian INSPEKSI TIER 1 BT50052,INST1,GD01.06300544,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,08/05/2026,,KURANG,P_BINTARORE,27/08/2026,,96541506,TND,Mei,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
97284758,Perbaikan/Pergantian INSPEKSI TIER 1 BT50051,INST1,GD01.06300543,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,08/05/2026,,KURANG,P_BINTARORE,27/08/2026,,96541412,TND,Mei,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
97284882,Perbaikan/Pergantian INSPEKSI TIER 1 BT50033,INST1,GD01.06300538,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,08/05/2026,,KURANG,P_BINTARORE,27/08/2026,,96541070,TND,Mei,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
97284975,Perbaikan/Pergantian INSPEKSI TIER 1 BT50012,INST1,GD01.06300495,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,08/05/2026,,KURANG,P_BINTARORE,29/06/2026,,96539564,TND,Mei,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
97303686,INSPEKSI TIER 1 BL01099,INST1,GD01.06302626,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,29/05/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97303704,INSPEKSI TIER 1 BL01107,INST1,GD01.06302627,,32710.INSPEKSI2,ULP.32710,WFOLLOWUP,ULP PANRITA LOPI,,08/05/2026,,BURUK,P_BINTARORE,29/05/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97303727,INSPEKSI TIER 1 BL01031,INST1,GD01.06302629,,32710.INSPEKSI2,ULP.32710,WFOLLOWUP,ULP PANRITA LOPI,,08/05/2026,,BURUK,P_BINTARORE,29/05/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97303744,INSPEKSI TIER 1 BL01108,INST1,GD01.06302630,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,29/05/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97303759,INSPEKSI TIER 1 BL01032,INST1,GD01.06302631,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,29/05/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97303778,INSPEKSI TIER 1 BL01033,INST1,GD01.06302632,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,02/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97303793,INSPEKSI TIER 1 BL01034,INST1,GD01.06302633,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,02/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97303822,INSPEKSI TIER 1 BL01035,INST1,GD01.06302634,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,02/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97303841,INSPEKSI TIER 1 BL01037,INST1,GD01.06302636,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,02/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97303874,INSPEKSI TIER 1 BL01103,INST1,GD01.06302637,,32710.INSPEKSI2,ULP.32710,WFOLLOWUP,ULP PANRITA LOPI,,08/05/2026,,BURUK,P_BINTARORE,02/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97303900,INSPEKSI TIER 1 BL01040,INST1,GD01.06302640,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,02/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97303922,INSPEKSI TIER 1 BL01104,INST1,GD01.06302641,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,02/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97303944,INSPEKSI TIER 1 BL01101,INST1,GD01.06302643,,32710.INSPEKSI2,ULP.32710,WFOLLOWUP,ULP PANRITA LOPI,,08/05/2026,,BURUK,P_BINTARORE,02/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97303965,INSPEKSI TIER 1 BL01042,INST1,GD01.06302644,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,02/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97303996,INSPEKSI TIER 1 BL01043,INST1,GD01.06302646,,32710.INSPEKSI3,ULP.32710,WFCOMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,15/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304007,INSPEKSI TIER 1 BL01044,INST1,GD01.06302647,,32710.INSPEKSI3,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,04/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304029,INSPEKSI TIER 1 BL01045,INST1,GD01.06302648,,32710.INSPEKSI3,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,04/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304046,INSPEKSI TIER 1 BL01047,INST1,GD01.06302650,,32710.INSPEKSI3,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,04/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304064,INSPEKSI TIER 1 BL01051,INST1,GD01.06302655,,32710.INSPEKSI3,ULP.32710,WFOLLOWUP,ULP PANRITA LOPI,,08/05/2026,,BURUK,P_BINTARORE,04/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304079,INSPEKSI TIER 1 BL01053,INST1,GD01.06302657,,32710.INSPEKSI3,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,04/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304099,INSPEKSI TIER 1 BL-03-098,INST1,GD01.06302685,,32710.INSPEKSI1,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,,P_BINTARORE,09/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304105,INSPEKSI TIER 1 BL01073,INST1,GD01.06302693,,32710.INSPEKSI1,ULP.32710,WFOLLOWUP,ULP PANRITA LOPI,,08/05/2026,,BURUK,P_BINTARORE,09/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304123,INSPEKSI TIER 1 BL01096,INST1,GD01.06302695,,32710.INSPEKSI1,ULP.32710,WFOLLOWUP,ULP PANRITA LOPI,,08/05/2026,,BURUK,P_BINTARORE,14/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304145,INSPEKSI TIER 1 BL01097,INST1,GD01.06302696,,32710.INSPEKSI1,ULP.32710,WFOLLOWUP,ULP PANRITA LOPI,,08/05/2026,,BURUK,P_BINTARORE,14/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304162,INSPEKSI TIER 1 BL01098,INST1,GD01.06302697,,32710.INSPEKSI1,ULP.32710,WFOLLOWUP,ULP PANRITA LOPI,,08/05/2026,,BURUK,P_BINTARORE,14/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304195,INSPEKSI TIER 1 BL03081,INST1,GD01.06302970,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_SAPOLOHE,17/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304211,INSPEKSI TIER 1 BL03037,INST1,GD01.06302978,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_UJUNGLOE,17/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304225,INSPEKSI TIER 1 BL03012,INST1,GD01.06302979,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_SAPOLOHE,17/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304236,INSPEKSI TIER 1 BL03013,INST1,GD01.06302981,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_SAPOLOHE,17/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304258,INSPEKSI TIER 1 BL03046,INST1,GD01.06302990,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_SAPOLOHE,17/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304312,INSPEKSI TIER 1 BL03069,INST1,GD01.06302993,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_SAPOLOHE,17/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304343,INSPEKSI TIER 1 BL03020,INST1,GD01.06302997,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_UJUNGLOE,17/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304361,INSPEKSI TIER 1 BL03022,INST1,GD01.06303004,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_UJUNGLOE,16/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304390,INSPEKSI TIER 1 BL03029,INST1,GD01.06303005,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_UJUNGLOE,16/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304451,INSPEKSI TIER 1 BL03030,INST1,GD01.06303008,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_UJUNGLOE,16/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304488,INSPEKSI TIER 1 BL03105,INST1,GD01.06303019,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_UJUNGLOE,16/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304525,INSPEKSI TIER 1 BL03089,INST1,GD01.06303022,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_UJUNGLOE,16/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304587,INSPEKSI TIER 1 BL03076,INST1,GD01.06303023,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_UJUNGLOE,16/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304645,INSPEKSI TIER 1 BL01005,INST1,GD01.19602573,,32710.INSPEKSI2,ULP.32710,WFOLLOWUP,ULP PANRITA LOPI,,08/05/2026,,BURUK,P_BINTARORE,02/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304704,INSPEKSI TIER 1 BL01009,INST1,GD01.19602575,,32710.INSPEKSI2,ULP.32710,WFOLLOWUP,ULP PANRITA LOPI,,08/05/2026,,BURUK,P_BINTARORE,02/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304719,INSPEKSI TIER 1 BL01011,INST1,GD01.19602576,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,CUKUP,P_MATTEKO,02/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304771,INSPEKSI TIER 1 BL01008,INST1,GD01.19602578,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,02/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304791,INSPEKSI TIER 1 BL03079,INST1,GD01.19602580,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_UJUNGLOE,16/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304825,INSPEKSI TIER 1 BL01004,INST1,GD01.19602583,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,02/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304874,INSPEKSI TIER 1 BL01116,INST1,GD01.19602601,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,CUKUP,P_BINTARORE,02/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97304943,INSPEKSI TIER 1 BL01117,INST1,GD01.19602604,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,02/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97305157,INSPEKSI TIER 1 BL01124,INST1,GD01.06301334,,32710.INSPEKSI1,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,14/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97305221,INSPEKSI TIER 1 BL02003,INST1,GD01.06302050,,32710.INSPEKSI1,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_PAJUKUKANG,14/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97305389,INSPEKSI TIER 1 BL02018,INST1,GD01.06302066,,32710.INSPEKSI1,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_PAJUKUKANG,14/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97305519,INSPEKSI TIER 1 BL02019,INST1,GD01.06302067,,32710.INSPEKSI1,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_PAJUKUKANG,14/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97305530,INSPEKSI TIER 1 BL02023,INST1,GD01.06302071,,32710.INSPEKSI1,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_PAJUKUKANG,13/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97305550,INSPEKSI TIER 1 BL02024,INST1,GD01.06302072,,32710.INSPEKSI1,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_PAJUKUKANG,13/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97305571,INSPEKSI TIER 1 BL02029,INST1,GD01.06302077,,32710.INSPEKSI1,ULP.32710,WFCOMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_PAJUKUKANG,15/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97305595,INSPEKSI TIER 1 BL02030,INST1,GD01.06302078,,32710.INSPEKSI1,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_PAJUKUKANG,13/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97305610,INSPEKSI TIER 1 BL02032,INST1,GD01.06302079,,32710.INSPEKSI1,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_PAJUKUKANG,13/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97305626,INSPEKSI TIER 1 BL01019,INST1,GD01.06302613,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,02/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97305647,INSPEKSI TIER 1 BL01102,INST1,GD01.06302614,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,02/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97305707,INSPEKSI TIER 1 BL01020,INST1,GD01.06302615,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,02/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97305727,INSPEKSI TIER 1 BL01021,INST1,GD01.06302616,,32710.INSPEKSI2,ULP.32710,WFOLLOWUP,ULP PANRITA LOPI,,08/05/2026,,BURUK,P_BINTARORE,02/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97305738,INSPEKSI TIER 1 BL01022,INST1,GD01.06302617,,32710.INSPEKSI2,ULP.32710,WFOLLOWUP,ULP PANRITA LOPI,,08/05/2026,,BURUK,P_BINTARORE,02/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97305758,INSPEKSI TIER 1 BL01024,INST1,GD01.06302619,,32710.INSPEKSI2,ULP.32710,WFOLLOWUP,ULP PANRITA LOPI,,08/05/2026,,BURUK,P_BINTARORE,02/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97305781,INSPEKSI TIER 1 BL01036,INST1,GD01.06302635,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,02/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97305815,INSPEKSI TIER 1 BL01038,INST1,GD01.06302638,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,02/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97305860,INSPEKSI TIER 1 BL01039,INST1,GD01.06302639,,32710.INSPEKSI2,ULP.32710,WFOLLOWUP,ULP PANRITA LOPI,,08/05/2026,,BURUK,P_BINTARORE,02/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97305956,INSPEKSI TIER 1 BL01041,INST1,GD01.06302642,,32710.INSPEKSI2,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,02/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97306186,INSPEKSI TIER 1 BL01106,INST1,GD01.06302645,,32710.INSPEKSI3,ULP.32710,WFCOMP,ULP PANRITA LOPI,,08/05/2026,,CUKUP,P_BINTARORE,15/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97306432,INSPEKSI TIER 1 BL01046,INST1,GD01.06302649,,32710.INSPEKSI3,ULP.32710,WFCOMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,15/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97306637,INSPEKSI TIER 1 BL01050,INST1,GD01.06302654,,32710.INSPEKSI3,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,04/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97306899,INSPEKSI TIER 1 BL01052,INST1,GD01.06302656,,32710.INSPEKSI3,ULP.32710,WFOLLOWUP,ULP PANRITA LOPI,,08/05/2026,,BURUK,P_BINTARORE,04/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97307124,INSPEKSI TIER 1 BL01055,INST1,GD01.06302659,,32710.INSPEKSI3,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,04/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97307326,INSPEKSI TIER 1 BL01056,INST1,GD01.06302660,,32710.INSPEKSI3,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,04/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97307567,INSPEKSI TIER 1 BL01057,INST1,GD01.06302661,,32710.INSPEKSI3,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,04/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97307788,INSPEKSI TIER 1 BL01058,INST1,GD01.06302662,,32710.INSPEKSI3,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,04/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97307894,INSPEKSI TIER 1 BL01061,INST1,GD01.06302663,,32710.INSPEKSI3,ULP.32710,COMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,03/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
97308003,INSPEKSI TIER 1 BL01062,INST1,GD01.06302664,,32710.INSPEKSI3,ULP.32710,WFCOMP,ULP PANRITA LOPI,,08/05/2026,,KURANG,P_BINTARORE,15/06/2026,,,TND,Mei,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
